date,fund_label,scheme_code,scheme_name,nav,source,source_quality
2017-07-19,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,40.6138,MFAPI,CACHE_FRESH
2017-07-20,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,40.8184,MFAPI,CACHE_FRESH
2017-07-21,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,40.8245,MFAPI,CACHE_FRESH
2017-07-24,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,40.7504,MFAPI,CACHE_FRESH
2017-07-25,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,40.6595,MFAPI,CACHE_FRESH
2017-07-26,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,40.8184,MFAPI,CACHE_FRESH
2017-07-27,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,40.3917,MFAPI,CACHE_FRESH
2017-07-28,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,40.5936,MFAPI,CACHE_FRESH
2017-07-31,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,40.6872,MFAPI,CACHE_FRESH
2017-08-01,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,40.6501,MFAPI,CACHE_FRESH
2017-08-02,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,40.7257,MFAPI,CACHE_FRESH
2017-08-03,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,40.3916,MFAPI,CACHE_FRESH
2017-08-04,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,40.5023,MFAPI,CACHE_FRESH
2017-08-07,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,40.6623,MFAPI,CACHE_FRESH
2017-08-08,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,40.1638,MFAPI,CACHE_FRESH
2017-08-09,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,39.435,MFAPI,CACHE_FRESH
2017-08-10,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,38.3041,MFAPI,CACHE_FRESH
2017-08-11,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,38.2988,MFAPI,CACHE_FRESH
2017-08-14,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,39.0143,MFAPI,CACHE_FRESH
2017-08-16,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,39.6021,MFAPI,CACHE_FRESH
2017-08-17,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,39.8192,MFAPI,CACHE_FRESH
2017-08-18,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,39.6047,MFAPI,CACHE_FRESH
2017-08-21,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,39.2519,MFAPI,CACHE_FRESH
2017-08-22,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,39.2128,MFAPI,CACHE_FRESH
2017-08-23,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,39.5752,MFAPI,CACHE_FRESH
2017-08-24,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,39.7209,MFAPI,CACHE_FRESH
2017-08-28,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,40.1125,MFAPI,CACHE_FRESH
2017-08-29,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,39.7143,MFAPI,CACHE_FRESH
2017-08-30,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,40.2372,MFAPI,CACHE_FRESH
2017-08-31,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,40.5208,MFAPI,CACHE_FRESH
2017-09-01,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,40.9495,MFAPI,CACHE_FRESH
2017-09-04,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,40.8181,MFAPI,CACHE_FRESH
2017-09-05,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,41.0822,MFAPI,CACHE_FRESH
2017-09-06,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,41.1329,MFAPI,CACHE_FRESH
2017-09-07,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,41.1392,MFAPI,CACHE_FRESH
2017-09-08,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,41.12,MFAPI,CACHE_FRESH
2017-09-11,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,41.3069,MFAPI,CACHE_FRESH
2017-09-12,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,41.6651,MFAPI,CACHE_FRESH
2017-09-13,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,41.3459,MFAPI,CACHE_FRESH
2017-09-14,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,41.5365,MFAPI,CACHE_FRESH
2017-09-15,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,41.3969,MFAPI,CACHE_FRESH
2017-09-18,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,41.8405,MFAPI,CACHE_FRESH
2017-09-19,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,41.9538,MFAPI,CACHE_FRESH
2017-09-20,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,41.9232,MFAPI,CACHE_FRESH
2017-09-21,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,41.7223,MFAPI,CACHE_FRESH
2017-09-22,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,40.8474,MFAPI,CACHE_FRESH
2017-09-25,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,40.0605,MFAPI,CACHE_FRESH
2017-09-26,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,40.6021,MFAPI,CACHE_FRESH
2017-09-27,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,39.9482,MFAPI,CACHE_FRESH
2017-09-28,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,40.1888,MFAPI,CACHE_FRESH
2017-09-29,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,40.719,MFAPI,CACHE_FRESH
2017-10-03,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,40.7479,MFAPI,CACHE_FRESH
2017-10-04,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,41.0758,MFAPI,CACHE_FRESH
2017-10-05,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,41.5068,MFAPI,CACHE_FRESH
2017-10-06,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,41.9214,MFAPI,CACHE_FRESH
2017-10-09,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,42.3329,MFAPI,CACHE_FRESH
2017-10-10,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,42.7441,MFAPI,CACHE_FRESH
2017-10-11,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,42.3449,MFAPI,CACHE_FRESH
2017-10-12,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,42.761,MFAPI,CACHE_FRESH
2017-10-13,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,42.875,MFAPI,CACHE_FRESH
2017-10-16,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,42.9,MFAPI,CACHE_FRESH
2017-10-17,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,43.1671,MFAPI,CACHE_FRESH
2017-10-18,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,43.2799,MFAPI,CACHE_FRESH
2017-10-23,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,43.3732,MFAPI,CACHE_FRESH
2017-10-24,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,43.6441,MFAPI,CACHE_FRESH
2017-10-25,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,43.5336,MFAPI,CACHE_FRESH
2017-10-26,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,43.8594,MFAPI,CACHE_FRESH
2017-10-27,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,44.0684,MFAPI,CACHE_FRESH
2017-10-30,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,44.4943,MFAPI,CACHE_FRESH
2017-10-31,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,44.6098,MFAPI,CACHE_FRESH
2017-11-01,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,44.9496,MFAPI,CACHE_FRESH
2017-11-02,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,45.0965,MFAPI,CACHE_FRESH
2017-11-03,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,45.167,MFAPI,CACHE_FRESH
2017-11-06,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,45.2621,MFAPI,CACHE_FRESH
2017-11-07,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,45.0983,MFAPI,CACHE_FRESH
2017-11-08,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,44.5684,MFAPI,CACHE_FRESH
2017-11-09,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,44.952,MFAPI,CACHE_FRESH
2017-11-10,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,44.9286,MFAPI,CACHE_FRESH
2017-11-13,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,44.6711,MFAPI,CACHE_FRESH
2017-11-14,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,44.6453,MFAPI,CACHE_FRESH
2017-11-15,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,44.0233,MFAPI,CACHE_FRESH
2017-11-16,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,44.5712,MFAPI,CACHE_FRESH
2017-11-17,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,44.8005,MFAPI,CACHE_FRESH
2017-11-20,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,45.0418,MFAPI,CACHE_FRESH
2017-11-21,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,45.2948,MFAPI,CACHE_FRESH
2017-11-22,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,45.6284,MFAPI,CACHE_FRESH
2017-11-23,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,45.7837,MFAPI,CACHE_FRESH
2017-11-24,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,45.9305,MFAPI,CACHE_FRESH
2017-11-27,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,46.5852,MFAPI,CACHE_FRESH
2017-11-28,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,46.894,MFAPI,CACHE_FRESH
2017-11-29,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,46.892,MFAPI,CACHE_FRESH
2017-11-30,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,47.107,MFAPI,CACHE_FRESH
2017-12-01,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,46.7794,MFAPI,CACHE_FRESH
2017-12-04,Nippon India Small Cap,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,46.6079,MFAPI,CACHE_FRESH
