date,fund_label,scheme_code,scheme_name,nav,source,source_quality
2015-07-31,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,30.84,MFAPI,CACHE_FRESH
2015-08-03,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,30.91,MFAPI,CACHE_FRESH
2015-08-04,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,30.97,MFAPI,CACHE_FRESH
2015-08-05,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,31.17,MFAPI,CACHE_FRESH
2015-08-06,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,31.13,MFAPI,CACHE_FRESH
2015-08-07,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,31.09,MFAPI,CACHE_FRESH
2015-08-10,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,30.95,MFAPI,CACHE_FRESH
2015-08-11,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,30.81,MFAPI,CACHE_FRESH
2015-08-12,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,30.41,MFAPI,CACHE_FRESH
2015-08-13,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,30.42,MFAPI,CACHE_FRESH
2015-08-14,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,30.95,MFAPI,CACHE_FRESH
2015-08-17,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,30.77,MFAPI,CACHE_FRESH
2015-08-18,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,30.8,MFAPI,CACHE_FRESH
2015-08-19,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,30.89,MFAPI,CACHE_FRESH
2015-08-20,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,30.45,MFAPI,CACHE_FRESH
2015-08-21,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,30.22,MFAPI,CACHE_FRESH
2015-08-24,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.37,MFAPI,CACHE_FRESH
2015-08-25,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.64,MFAPI,CACHE_FRESH
2015-08-26,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.36,MFAPI,CACHE_FRESH
2015-08-27,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.94,MFAPI,CACHE_FRESH
2015-08-28,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.16,MFAPI,CACHE_FRESH
2015-08-31,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.05,MFAPI,CACHE_FRESH
2015-09-01,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.37,MFAPI,CACHE_FRESH
2015-09-02,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.15,MFAPI,CACHE_FRESH
2015-09-03,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.59,MFAPI,CACHE_FRESH
2015-09-04,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,27.99,MFAPI,CACHE_FRESH
2015-09-07,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,27.57,MFAPI,CACHE_FRESH
2015-09-08,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.03,MFAPI,CACHE_FRESH
2015-09-09,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.51,MFAPI,CACHE_FRESH
2015-09-10,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.38,MFAPI,CACHE_FRESH
2015-09-11,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.36,MFAPI,CACHE_FRESH
2015-09-14,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.75,MFAPI,CACHE_FRESH
2015-09-15,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.6,MFAPI,CACHE_FRESH
2015-09-16,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.77,MFAPI,CACHE_FRESH
2015-09-18,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.11,MFAPI,CACHE_FRESH
2015-09-21,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.06,MFAPI,CACHE_FRESH
2015-09-22,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.51,MFAPI,CACHE_FRESH
2015-09-23,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.64,MFAPI,CACHE_FRESH
2015-09-24,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.73,MFAPI,CACHE_FRESH
2015-09-28,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.47,MFAPI,CACHE_FRESH
2015-09-29,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.62,MFAPI,CACHE_FRESH
2015-09-30,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.92,MFAPI,CACHE_FRESH
2015-10-01,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.81,MFAPI,CACHE_FRESH
2015-10-05,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.38,MFAPI,CACHE_FRESH
2015-10-06,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.43,MFAPI,CACHE_FRESH
2015-10-07,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.49,MFAPI,CACHE_FRESH
2015-10-08,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.29,MFAPI,CACHE_FRESH
2015-10-09,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.49,MFAPI,CACHE_FRESH
2015-10-12,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.39,MFAPI,CACHE_FRESH
2015-10-13,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.34,MFAPI,CACHE_FRESH
2015-10-14,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.28,MFAPI,CACHE_FRESH
2015-10-15,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.46,MFAPI,CACHE_FRESH
2015-10-16,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.72,MFAPI,CACHE_FRESH
2015-10-19,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.85,MFAPI,CACHE_FRESH
2015-10-20,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.85,MFAPI,CACHE_FRESH
2015-10-21,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.82,MFAPI,CACHE_FRESH
2015-10-23,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.92,MFAPI,CACHE_FRESH
2015-10-26,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.9,MFAPI,CACHE_FRESH
2015-10-27,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.89,MFAPI,CACHE_FRESH
2015-10-28,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.66,MFAPI,CACHE_FRESH
2015-10-29,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.48,MFAPI,CACHE_FRESH
2015-10-30,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.42,MFAPI,CACHE_FRESH
2015-11-02,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.46,MFAPI,CACHE_FRESH
2015-11-03,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.53,MFAPI,CACHE_FRESH
2015-11-04,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.44,MFAPI,CACHE_FRESH
2015-11-05,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.19,MFAPI,CACHE_FRESH
2015-11-06,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.23,MFAPI,CACHE_FRESH
2015-11-09,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.21,MFAPI,CACHE_FRESH
2015-11-10,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.74,MFAPI,CACHE_FRESH
2015-11-13,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.79,MFAPI,CACHE_FRESH
2015-11-16,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.9,MFAPI,CACHE_FRESH
2015-11-17,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.97,MFAPI,CACHE_FRESH
2015-11-18,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.66,MFAPI,CACHE_FRESH
2015-11-19,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.09,MFAPI,CACHE_FRESH
2015-11-20,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.16,MFAPI,CACHE_FRESH
2015-11-23,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.14,MFAPI,CACHE_FRESH
2015-11-24,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.08,MFAPI,CACHE_FRESH
2015-11-26,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.26,MFAPI,CACHE_FRESH
2015-11-27,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.45,MFAPI,CACHE_FRESH
2015-11-30,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.45,MFAPI,CACHE_FRESH
2015-12-01,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.51,MFAPI,CACHE_FRESH
2015-12-02,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.41,MFAPI,CACHE_FRESH
2015-12-03,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.22,MFAPI,CACHE_FRESH
2015-12-04,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.94,MFAPI,CACHE_FRESH
2015-12-07,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.89,MFAPI,CACHE_FRESH
2015-12-08,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.64,MFAPI,CACHE_FRESH
2015-12-09,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.31,MFAPI,CACHE_FRESH
2015-12-10,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.58,MFAPI,CACHE_FRESH
2015-12-11,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.26,MFAPI,CACHE_FRESH
2015-12-14,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.34,MFAPI,CACHE_FRESH
2015-12-15,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.44,MFAPI,CACHE_FRESH
2015-12-16,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.63,MFAPI,CACHE_FRESH
2015-12-17,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.93,MFAPI,CACHE_FRESH
2015-12-18,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.69,MFAPI,CACHE_FRESH
2015-12-21,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.97,MFAPI,CACHE_FRESH
2015-12-22,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.83,MFAPI,CACHE_FRESH
2015-12-23,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.08,MFAPI,CACHE_FRESH
2015-12-24,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.05,MFAPI,CACHE_FRESH
2015-12-28,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.25,MFAPI,CACHE_FRESH
2015-12-29,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.26,MFAPI,CACHE_FRESH
2015-12-30,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.15,MFAPI,CACHE_FRESH
2015-12-31,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.29,MFAPI,CACHE_FRESH
2016-01-01,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,29.4,MFAPI,CACHE_FRESH
2016-01-04,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.81,MFAPI,CACHE_FRESH
2016-01-05,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.79,MFAPI,CACHE_FRESH
2016-01-06,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.62,MFAPI,CACHE_FRESH
2016-01-07,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.01,MFAPI,CACHE_FRESH
2016-01-08,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.21,MFAPI,CACHE_FRESH
2016-01-11,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.01,MFAPI,CACHE_FRESH
2016-01-12,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,27.82,MFAPI,CACHE_FRESH
2016-01-13,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.0,MFAPI,CACHE_FRESH
2016-01-14,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,27.86,MFAPI,CACHE_FRESH
2016-01-15,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,27.47,MFAPI,CACHE_FRESH
2016-01-18,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,27.11,MFAPI,CACHE_FRESH
2016-01-19,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,27.41,MFAPI,CACHE_FRESH
2016-01-20,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,27.05,MFAPI,CACHE_FRESH
2016-01-21,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,27.01,MFAPI,CACHE_FRESH
2016-01-22,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,27.5,MFAPI,CACHE_FRESH
2016-01-25,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,27.55,MFAPI,CACHE_FRESH
2016-01-27,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,27.57,MFAPI,CACHE_FRESH
2016-01-28,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,27.47,MFAPI,CACHE_FRESH
2016-01-29,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,27.84,MFAPI,CACHE_FRESH
2016-02-01,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,27.82,MFAPI,CACHE_FRESH
2016-02-02,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,27.38,MFAPI,CACHE_FRESH
2016-02-03,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,27.02,MFAPI,CACHE_FRESH
2016-02-04,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,27.2,MFAPI,CACHE_FRESH
2016-02-05,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,27.58,MFAPI,CACHE_FRESH
2016-02-08,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,27.25,MFAPI,CACHE_FRESH
2016-02-09,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,26.79,MFAPI,CACHE_FRESH
2016-02-10,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,26.5,MFAPI,CACHE_FRESH
2016-02-11,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,25.69,MFAPI,CACHE_FRESH
2016-02-12,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,25.61,MFAPI,CACHE_FRESH
2016-02-15,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,26.35,MFAPI,CACHE_FRESH
2016-02-16,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,25.89,MFAPI,CACHE_FRESH
2016-02-17,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,26.0,MFAPI,CACHE_FRESH
2016-02-18,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,26.29,MFAPI,CACHE_FRESH
2016-02-19,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,26.37,MFAPI,CACHE_FRESH
2016-02-22,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,26.39,MFAPI,CACHE_FRESH
2016-02-23,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,25.92,MFAPI,CACHE_FRESH
2016-02-24,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,25.66,MFAPI,CACHE_FRESH
2016-02-25,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,25.42,MFAPI,CACHE_FRESH
2016-02-26,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,25.65,MFAPI,CACHE_FRESH
2016-02-29,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,25.55,MFAPI,CACHE_FRESH
2016-03-01,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,26.34,MFAPI,CACHE_FRESH
2016-03-02,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,26.89,MFAPI,CACHE_FRESH
2016-03-03,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,27.17,MFAPI,CACHE_FRESH
2016-03-04,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,27.28,MFAPI,CACHE_FRESH
2016-03-08,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,27.22,MFAPI,CACHE_FRESH
2016-03-09,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,27.38,MFAPI,CACHE_FRESH
2016-03-10,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,27.17,MFAPI,CACHE_FRESH
2016-03-11,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,27.18,MFAPI,CACHE_FRESH
2016-03-14,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,27.36,MFAPI,CACHE_FRESH
2016-03-15,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,27.21,MFAPI,CACHE_FRESH
2016-03-16,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,27.35,MFAPI,CACHE_FRESH
2016-03-17,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,27.47,MFAPI,CACHE_FRESH
2016-03-18,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,27.74,MFAPI,CACHE_FRESH
2016-03-21,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.07,MFAPI,CACHE_FRESH
2016-03-22,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.07,MFAPI,CACHE_FRESH
2016-03-23,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.09,MFAPI,CACHE_FRESH
2016-03-28,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,27.73,MFAPI,CACHE_FRESH
2016-03-29,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,27.66,MFAPI,CACHE_FRESH
2016-03-30,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.23,MFAPI,CACHE_FRESH
2016-03-31,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.28,MFAPI,CACHE_FRESH
2016-04-01,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.26,MFAPI,CACHE_FRESH
2016-04-04,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,28.44,MFAPI,CACHE_FRESH
2016-04-05,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,27.87,MFAPI,CACHE_FRESH
2016-04-06,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,27.86,MFAPI,CACHE_FRESH
2016-04-07,ICICI Bluechip,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,27.72,MFAPI,CACHE_FRESH
